label_source,bin_index,bin_left,bin_right,right_closed,mean_power_availability,ip_n,positive_ip_n,positive_prevalence,wilson_95_low,wilson_95_high
frozen_master,1,0.0,0.011764705882352941,False,5.805743458606495e-05,441784,1275,0.00288602575014034,0.0027321048137410576,0.0030485917540678128
frozen_master,2,0.011764705882352941,0.023529411764705882,False,0.01939617260802747,4677,6,0.0012828736369467607,0.0005880809647090311,0.0027962376369906885
frozen_master,3,0.023529411764705882,0.03529411764705882,False,0.031332992559455715,7281,13,0.0017854690289795358,0.001043769369746238,0.0030526078801060884
frozen_master,4,0.03529411764705882,0.047058823529411764,False,0.04144437095050748,11347,36,0.0031726447519168062,0.002292653491241286,0.004388918011262436
frozen_master,5,0.047058823529411764,0.058823529411764705,False,0.0543014749833756,5476,7,0.0012783053323593865,0.0006193560094475592,0.0026364788454049303
frozen_master,6,0.058823529411764705,0.07058823529411765,False,0.0658965968295618,10527,20,0.0018998765080269783,0.0012302590693272887,0.0029328896203695137
frozen_master,7,0.07058823529411765,0.08235294117647059,False,0.07622202080793689,9604,39,0.004060807996668055,0.0029721085489005403,0.005546085591944461
frozen_master,8,0.08235294117647059,0.09411764705882353,False,0.08981048070159492,11357,28,0.002465439816853042,0.001706369558234114,0.003560974329769226
frozen_master,9,0.09411764705882353,0.10588235294117647,False,0.10109226334041728,11960,23,0.0019230769230769232,0.0012818372084433343,0.00288417075749699
frozen_master,10,0.10588235294117647,0.11764705882352941,False,0.11394636862789008,9902,61,0.006160371642092506,0.004799162865516011,0.007904599792489997
frozen_master,11,0.11764705882352941,0.12941176470588234,False,0.12349576828811328,8714,33,0.003787009410144595,0.0026979123298577984,0.005313412394340835
frozen_master,12,0.12941176470588234,0.1411764705882353,False,0.13431240078532236,15993,32,0.002000875382980054,0.0014177356020934977,0.0028231927708814186
frozen_master,13,0.1411764705882353,0.15294117647058825,False,0.1479021100916076,6673,33,0.004945301963135021,0.003523584259448808,0.006936669926821772
frozen_master,14,0.15294117647058825,0.16470588235294117,False,0.1568573384270611,9680,35,0.003615702479338843,0.002601046293390149,0.00502417755343712
frozen_master,15,0.16470588235294117,0.1764705882352941,False,0.1670673845970861,19245,56,0.00290984671343206,0.002241674931130048,0.003776425382518195
frozen_master,16,0.1764705882352941,0.18823529411764706,False,0.18269280258522413,9557,30,0.003139060374594538,0.002199773809454164,0.004477615319490645
frozen_master,17,0.18823529411764706,0.2,False,0.193361591121084,5365,27,0.005032618825722274,0.0034611063691362774,0.0073124393323602665
frozen_master,18,0.2,0.21176470588235294,False,0.20342837997524624,13741,14,0.0010188487009679063,0.0006070256947171892,0.0017095858803301174
frozen_master,19,0.21176470588235294,0.22352941176470587,False,0.2171289504228377,5778,35,0.006057459328487366,0.004358839523150864,0.008412430555180782
frozen_master,20,0.22352941176470587,0.23529411764705882,False,0.2312174329699751,15485,51,0.0032935098482402324,0.0025060279471342617,0.004327372672407801
frozen_master,21,0.23529411764705882,0.24705882352941178,False,0.24189716170626197,4472,21,0.004695885509838999,0.003073525689631384,0.007168449867914961
frozen_master,22,0.24705882352941178,0.2588235294117647,False,0.2509583596818997,7706,34,0.004412146379444588,0.003159193818733246,0.006158956133429722
frozen_master,23,0.2588235294117647,0.27058823529411763,False,0.2656515216793324,14826,43,0.0029003102657493593,0.0021540420677558392,0.0039041116266153846
frozen_master,24,0.27058823529411763,0.2823529411764706,False,0.27537504599234824,8357,19,0.0022735431374895296,0.0014560345463822033,0.003548420929394263
frozen_master,25,0.2823529411764706,0.29411764705882354,False,0.28786021101715575,3693,48,0.012997562956945572,0.009817621174929582,0.017189611873290975
frozen_master,26,0.29411764705882354,0.3058823529411765,False,0.3000687303254187,10721,26,0.0024251469079376925,0.0016555809467504524,0.0035511588484347786
